Number of Bus,Name of Bus,ID,Status,Gen MW,Gen Mvar,Min MW,Max MW,AGC,# Cost Curve Points,IOB,IOC,Variable O&M,Fuel Cost,IOD,AVR,RegBus Num,Fuel Type,Set Volt,Min Mvar,Max Mvar,Enforce MW Limits,Part. Factor,Cost Model
170523,LAVON 5 4,1,Closed,119.04,23.25,47.43,138,YES,5,12.43,0.0005,4,2.862,0,YES,170523,NG (Natural Gas),1.04,-37.83,70.24,YES,138,Piecewise Linear
170524,LAVON 5 5,1,Closed,90.96,18.37,44.55,107,YES,5,12.38,0.0011,4,3.243,0,YES,170524,NG (Natural Gas),1.04,-30.73,54.46,YES,107,Piecewise Linear
170525,LAVON 5 6,1,Closed,42.74,19.55,18.97,75,YES,5,12.38,0.0016,5,3.462,0,YES,170525,NG (Natural Gas),1.04,-21.41,38.17,YES,75,Piecewise Linear
170528,GREENVILLE 8 3,1,Closed,7.07,4.17,1.94,8.2,YES,5,8.72,0.002,6,2.891,0,YES,170528,NG (Natural Gas),1.04,-2.87,4.17,YES,8.2,Piecewise Linear
170528,GREENVILLE 8 3,2,Open,0,0,2.44,8.2,YES,5,8.5,0.002,6,3.132,0,YES,170528,NG (Natural Gas),1.04,-2.6,4.17,YES,8.2,Piecewise Linear
170529,GREENVILLE 8 4,1,Closed,3.74,0.26,1.14,8.2,YES,5,8.26,0.002,6,3.401,0,YES,170529,NG (Natural Gas),1.04,-2.37,4.17,YES,8.2,Piecewise Linear
170529,GREENVILLE 8 4,2,Closed,35.37,0.26,20,41,YES,5,14.82,0.0024,4,3.073,0,YES,170529,NG (Natural Gas),1.04,-14.06,20.87,YES,41,Piecewise Linear
170530,GREENVILLE 8 5,1,Closed,19.84,0.45,6.13,23,YES,5,14.89,0.0012,4,2.982,0,YES,170530,NG (Natural Gas),1.04,-6.88,11.71,YES,23,Piecewise Linear
170530,GREENVILLE 8 5,2,Closed,15.53,0.45,5.16,18,YES,5,14.9,0.0008,4,3.174,0,YES,170530,NG (Natural Gas),1.04,-6,9.16,YES,18,Piecewise Linear
170532,DENTON 9 2,1,Closed,52.62,28.15,18.15,61,YES,5,14,0.001,4,2.561,0,YES,170532,NG (Natural Gas),1.04,-19.36,31.05,YES,61,Piecewise Linear
170533,DENTON 9 3,1,Closed,52.62,28.02,22.87,61,YES,5,14.44,0.0011,4,3.379,0,YES,170533,NG (Natural Gas),1.04,-18.38,31.05,YES,61,Piecewise Linear
170535,CARTWRIGHT 2 2,1,Closed,34.5,4.14,4.04,40,YES,5,25.8,0.001,0,1,0,YES,170535,WAT (Water),1.04,-11.2,15.36,YES,40,Piecewise Linear
170536,CARTWRIGHT 2 3,1,Closed,34.5,4.14,14.94,40,YES,5,20,0.001,0,1,0,YES,170536,WAT (Water),1.04,-12,15.36,YES,40,Piecewise Linear
170540,PARIS 6 3,1,Closed,37.05,-3.76,12.33,78,YES,5,8.88,0.001,4.5,3.089,0,YES,170540,NG (Natural Gas),1.04,-19.91,39.7,YES,78,Piecewise Linear
170541,PARIS 6 4,1,Closed,50,-1.72,25.28,78,YES,5,8.88,0.001,4.5,3.53,0,YES,170541,NG (Natural Gas),1.04,-26.1,39.7,YES,78,Piecewise Linear
170542,PARIS 6 5,1,Closed,69.01,-4.74,32.74,80,YES,5,8.91,0.0006,4.5,3.182,0,YES,170542,NG (Natural Gas),1.04,-26.22,40.72,YES,80,Piecewise Linear
170550,PARIS 7 3,1,Closed,175.98,-26.88,52.04,204,YES,5,6.4,0.0028,4.5,3.057,0,YES,170548,NG (Natural Gas),1.041,-52.42,103.84,YES,204,Piecewise Linear
170551,PARIS 7 4,1,Closed,100.06,-26.88,35.4,204,YES,5,6.56,0.002,4.5,3.514,0,YES,170548,NG (Natural Gas),1.041,-58.96,103.84,YES,204,Piecewise Linear
170552,PARIS 7 5,1,Closed,111.06,-6.68,60.03,161,YES,5,6.81,0.001,4.5,3.268,0,YES,170552,NG (Natural Gas),1.04,-51.62,81.95,YES,161,Piecewise Linear
170553,PARIS 7 6,1,Closed,100.56,-4.25,26.83,153,YES,5,6.73,0.0016,4.5,3.229,0,YES,170553,NG (Natural Gas),1.04,-52.52,77.88,YES,153,Piecewise Linear
170554,PARIS 7 7,1,Closed,131.98,-2.22,28.8,153,YES,5,6.64,0.0022,4.5,2.99,0,YES,170554,NG (Natural Gas),1.04,-45.58,77.88,YES,153,Piecewise Linear
170555,PARIS 7 8,1,Closed,138.88,-3.71,43.93,161,YES,5,6.83,0.0009,4.5,3.365,0,YES,170555,NG (Natural Gas),1.04,-52.73,81.95,YES,161,Piecewise Linear
170563,SHERMAN 5 2,1,Open,0,0,130,296,YES,5,7.06,0.0019,4.5,3.057,0,YES,170562,NG (Natural Gas),1.035,-77.94,150.66,YES,296,Piecewise Linear
170564,SHERMAN 5 3,1,Closed,98.04,-55.81,32.74,206,YES,5,7.43,0.0009,4.5,3.54,0,YES,170562,NG (Natural Gas),1.035,-55.81,104.85,YES,206,Piecewise Linear
170565,SHERMAN 5 4,1,Closed,102.47,-53.68,37.49,205,YES,5,7.25,0.0018,4.5,3.399,0,YES,170562,NG (Natural Gas),1.035,-53.68,104.34,YES,205,Piecewise Linear
170577,WHITEWRIGHT 2 2,1,Closed,8.63,4.21,1.21,10,YES,5,5.25,0.004,0,1,0,YES,170577,SUN (Solar),1.04,-2.96,4.21,YES,10,Piecewise Linear
170579,CADDO MILLS 6 2,1,Closed,8.63,3.62,2.38,10,YES,5,3.77,0.005,0,1,0,YES,170579,SUN (Solar),1.04,-3.49,3.62,YES,10,Piecewise Linear
170583,GREENVILLE 9 2,1,Closed,8.63,3.18,2.91,10,YES,5,7.46,0.004,0,1,0,YES,170583,SUN (Solar),1.04,-2.82,3.18,YES,10,Piecewise Linear
180111,LAREDO 31 2,1,Closed,53.01,8.93,24.45,90.1,YES,5,10.05,0.0021,5,3.233,0,YES,180111,NG (Natural Gas),1.04,-24.01,45.86,YES,90.1,Piecewise Linear
180112,LAREDO 31 3,1,Open,0,0,42.04,87.3,YES,5,10.08,0.0019,5,3.22,0,YES,180112,NG (Natural Gas),1.04,-27.28,44.44,YES,87.3,Piecewise Linear
180114,FALCON HEIGHTS 1 2,1,Closed,9.06,-0.4,3.13,10.5,YES,5,26.44,0.005,0,1,0,YES,180114,WAT (Water),1.04,-2.85,4.03,YES,10.5,Piecewise Linear
180115,FALCON HEIGHTS 1 3,1,Open,0,0,2.62,10,YES,5,22.73,0.005,0,1,0,YES,180115,WAT (Water),1.04,-3.09,3.84,YES,10,Piecewise Linear
180117,FALCON HEIGHTS 1 5,1,Closed,6.91,-0.41,3.74,10,YES,5,27.21,0.005,0,1,0,YES,180117,WAT (Water),1.04,-3.07,3.84,YES,10,Piecewise Linear
180119,OILTON 5 2,1,Closed,129.39,-24.32,37.02,150,YES,5,4.43,0.001,0,1,0,YES,180119,WND (Wind),1.04,-38.38,73.05,YES,150,Piecewise Linear
180121,MIRANDO CITY 6 2,1,Closed,78.67,-16.91,30.55,91.2,YES,5,4.37,0.001,0,1,0,YES,180121,WND (Wind),1.04,-29.91,39.55,YES,91.2,Piecewise Linear
180123,RIO GRANDE CITY 5 2,1,Closed,172.52,-14.96,20,200,YES,5,3.41,0.001,0,1,0,YES,180123,WND (Wind),1.04,-57.42,84.49,YES,200,Piecewise Linear
180126,GRULLA 2 3,1,Closed,172.52,-11.72,25.34,200,YES,5,5.53,0.001,0,1,0,YES,180124,WND (Wind),1.04,-59.25,65.1,YES,200,Piecewise Linear
180128,HEBBRONVILLE 3 2,1,Closed,67.28,-11.35,9.58,78,YES,5,3.26,0.001,0,1,0,YES,180128,WND (Wind),1.04,-20.94,24.19,YES,78,Piecewise Linear
180131,MIRANDO CITY 7 3,1,Closed,215.4,-17.73,40.94,249.7,YES,5,4.54,0.001,0,1,0,YES,180131,WND (Wind),1.04,-80.6,88.26,YES,249.7,Piecewise Linear
180134,BRUNI 2 3,1,Closed,172.52,-21.64,42.39,200,YES,5,4,0.001,0,1,0,YES,180134,WND (Wind),1.04,-51.51,92.18,YES,200,Piecewise Linear
180137,LOPENO 3 3,1,Closed,204.96,-3.24,117.31,237.6,YES,5,4.33,0.001,0,1,0,YES,180135,WND (Wind),1.04,-63.73,89.5,YES,237.6,Piecewise Linear
180140,BRUNI 3 3,1,Closed,258.79,-13.39,46.48,300,YES,5,4.01,0.001,0,1,0,YES,180138,WND (Wind),1.045,-89.25,94.19,YES,300,Piecewise Linear
180143,RIO GRANDE CITY 6 3,1,Closed,172.52,-0.18,24.36,200,YES,5,4.16,0.001,0,1,0,YES,180143,WND (Wind),1.04,-59.1,91.47,YES,200,Piecewise Linear
180145,BRUNI 4 2,1,Closed,8.63,-3.26,4.39,10,YES,5,10.56,0.004,0,1,0,YES,180145,SUN (Solar),1.04,-3.26,4.27,YES,10,Piecewise Linear
190106,FLUVANNA 1 3,1,Closed,138.02,-5.1,47.66,160,YES,5,4.48,0.001,0,1,0,YES,190106,WND (Wind),1.04,-53.58,64.8,YES,160,Piecewise Linear
190108,SNYDER 1 2,1,Open,0,0,11.79,42,YES,5,7.63,0.0021,4.5,3.608,0,YES,190108,NG (Natural Gas),1.04,-12.07,21.38,YES,42,Piecewise Linear
190108,SNYDER 1 2,2,Open,0,0,7.8,42,YES,5,7.69,0.0007,4.5,3.474,0,YES,190108,NG (Natural Gas),1.04,-12.92,21.38,YES,42,Piecewise Linear
190109,SNYDER 1 3,1,Open,0,0,8,16,YES,5,7.68,0.0021,4.5,3.167,0,YES,190109,NG (Natural Gas),1.04,-5.21,8.14,YES,16,Piecewise Linear
190111,FLUVANNA 2 2,1,Open,0,0,26.37,84,YES,5,4.22,0.001,0,1,0,YES,190111,WND (Wind),1.04,-21.38,26.11,YES,84,Piecewise Linear
190114,IRA 3 3,1,Closed,112.57,-3.24,41,130.5,YES,5,3.84,0.001,0,1,0,YES,190114,WND (Wind),1.04,-36.24,58.99,YES,130.5,Piecewise Linear
190116,DOUGHERTY 1 2,1,Open,0,0,21.29,57,YES,5,2.74,0.001,0,1,0,YES,190116,WND (Wind),1.04,-18.59,27.93,YES,57,Piecewise Linear
190118,MCADOO 1 2,1,Closed,129.39,-5.71,37.02,150,YES,5,3.88,0.001,0,1,0,YES,190118,WND (Wind),1.04,-47.85,57.1,YES,150,Piecewise Linear
190120,ODONNELL 1 2,1,Closed,155.27,-4.25,60.3,180,YES,5,5.57,0.001,0,1,0,YES,190119,WND (Wind),1.04,-58.71,64.73,YES,180,Piecewise Linear
190123,ODONNELL 2 3,1,Closed,182.01,-6.15,21.1,211,YES,5,4.01,0.001,0,1,0,YES,190121,WND (Wind),1.04,-63.17,95.13,YES,211,Piecewise Linear
190124,ODONNELL 2 4,1,Closed,142.33,0.18,20.91,165,YES,5,5.06,0.001,0,1,0,YES,190124,WND (Wind),1.04,-42.56,79.23,YES,165,Piecewise Linear
190126,ROTAN 2 2,1,Open,0,0,9.93,30,YES,5,3.77,0.002,0,1,0,YES,190126,WND (Wind),1.04,-9.02,11.66,YES,30,Piecewise Linear
190129,WHITE DEER 1 3,1,Closed,188.05,-13.3,100.4,218,YES,5,4.01,0.001,0,1,0,YES,190129,WND (Wind),1.04,-59.2,87.77,YES,218,Piecewise Linear
190132,PANHANDLE 4 2,1,Closed,182.19,-30.24,101.98,211.2,YES,5,5.14,0.001,0,1,0,YES,190131,WND (Wind),1.041,-63.84,68.99,YES,211.2,Piecewise Linear
190134,PANHANDLE 5 2,1,Closed,129.39,-11.63,67.52,150,YES,5,3.97,0.001,0,1,0,YES,190134,WND (Wind),1.04,-39.85,72.03,YES,150,Piecewise Linear
190136,PANHANDLE 6 2,1,Closed,156.74,-2.12,29.81,181.7,YES,5,3.32,0.001,0,1,0,YES,190135,WND (Wind),1.04,-55.69,89.94,YES,181.7,Piecewise Linear
190139,MOBEETIE 1 2,1,Closed,248.95,-8.05,71.75,288.6,YES,5,6.01,0.001,0,1,0,YES,190138,WND (Wind),1.04,-89.78,130.45,YES,288.6,Piecewise Linear
190142,DOUGHERTY 2 2,1,Closed,221.69,-28.07,112.9,257,YES,5,3.25,0.001,0,1,0,YES,190141,WND (Wind),1.041,-85.43,119.62,YES,257,Piecewise Linear
190145,SOUTH PLAINS 1 3,1,Closed,172.52,-21.06,29.64,200,YES,5,4.53,0.001,0,1,0,YES,190143,WND (Wind),1.04,-56.8,88.52,YES,200,Piecewise Linear
190147,UMBARGER 3 2,1,Closed,172.52,-8.24,55.1,200,YES,5,3.62,0.001,0,1,0,YES,190146,WND (Wind),1.039,-64.75,74.67,YES,200,Piecewise Linear
190149,ADRIAN 1 2,1,Closed,138.88,-0.46,52.98,161,YES,5,4.58,0.001,0,1,0,YES,190149,WND (Wind),1.04,-48.07,50.72,YES,161,Piecewise Linear
190152,ADRIAN 2 2,1,Closed,167.35,-6.42,25.95,194,YES,5,5.16,0.001,0,1,0,YES,190152,WND (Wind),1.04,-59.24,91.87,YES,194,Piecewise Linear
190155,SUMMERFIELD 3 2,1,Closed,198.75,11.97,66.6,230.4,YES,5,4.73,0.001,0,1,0,YES,190154,WND (Wind),1.038,-67.63,107.81,YES,230.4,Piecewise Linear
190157,GROOM 2 2,1,Closed,172.52,-4.46,57.88,200,YES,5,5.24,0.001,0,1,0,YES,190156,WND (Wind),1.039,-53.28,71.63,YES,200,Piecewise Linear
190159,FLUVANNA 3 2,1,Closed,134.05,-0.63,67.69,155.4,YES,5,4.91,0.001,0,1,0,YES,190158,WND (Wind),1.039,-51.04,76.56,YES,155.4,Piecewise Linear
190162,LOCKNEY 3 3,1,Closed,172.52,-14.23,32.48,200,YES,5,5.29,0.001,0,1,0,YES,190160,WND (Wind),1.04,-65.09,86.81,YES,200,Piecewise Linear
190165,UMBARGER 4 3,1,Closed,258.53,-30.29,89.2,299.7,YES,5,4.14,0.001,0,1,0,YES,190163,WND (Wind),1.041,-99.58,135.63,YES,299.7,Piecewise Linear
190167,GOREE 1 2,1,Closed,129.39,-9.53,57.32,150,YES,5,2.71,0.001,0,1,0,YES,190167,WND (Wind),1.04,-51.19,55.54,YES,150,Piecewise Linear
190169,SILVERTON 1 2,1,Closed,129.39,-10.01,65.16,150,YES,5,2.45,0.001,0,1,0,YES,190169,WND (Wind),1.04,-43.62,60.34,YES,150,Piecewise Linear
190172,LOCKNEY 4 3,1,Closed,258.79,-45.72,41.75,300,YES,5,3.76,0.001,0,1,0,YES,190170,WND (Wind),1.039,-97.67,124.42,YES,300,Piecewise Linear
190174,FLOYDADA 1 2,1,Open,0,0,12.83,50.4,YES,5,5.3,0.001,0,1,0,YES,190174,WND (Wind),1.04,-16.13,22.27,YES,50.4,Piecewise Linear
190177,ENOCHS 1 2,1,Closed,128.01,-0.25,53.98,148.4,YES,5,5.21,0.001,0,1,0,YES,190177,WND (Wind),1.04,-44,46.21,YES,148.4,Piecewise Linear
190182,FLOYDADA 2 5,1,Closed,130.43,1.77,37.81,151.2,YES,5,4.35,0.001,0,1,0,YES,190182,WND (Wind),1.04,-41.77,65.43,YES,151.2,Piecewise Linear
190185,GROOM 3 3,1,Closed,150.1,-0.69,39.14,174,YES,5,3.28,0.001,0,1,0,YES,190185,WND (Wind),1.04,-44.44,85.75,YES,174,Piecewise Linear
190187,ODELL 2 2,1,Open,0,0,14.48,30,YES,5,8,0.001,0,7.5,0,YES,190187,MWH (Electricity use for Energy Storage),1.04,-9.49,11.2,YES,30,Piecewise Linear
190190,UMBARGER 5 3,1,Closed,140.61,-6.6,22.04,163,YES,5,3.52,0.001,0,1,0,YES,190190,WND (Wind),1.04,-41.21,50.38,YES,163,Piecewise Linear
190193,SNYDER 2 3,1,Closed,218.24,-71.03,34.1,253,YES,5,4.27,0.001,0,1,0,YES,190191,WND (Wind),1.04,-86.21,109.69,YES,253,Piecewise Linear
190196,CROWELL 2 3,1,Closed,302.18,-96.05,166.12,350.3,YES,5,2.59,0.001,0,1,0,YES,190194,WND (Wind),1.04,-107.23,131.29,YES,350.3,Piecewise Linear
190198,FLUVANNA 4 2,1,Closed,136.29,-3.18,28.16,158,YES,5,3.44,0.001,0,1,0,YES,190198,WND (Wind),1.04,-49.23,54.26,YES,158,Piecewise Linear
190201,TAHOKA 1 2,1,Closed,258.79,-13.25,98.39,300,YES,5,4.38,0.001,0,1,0,YES,190200,WND (Wind),1.039,-99.9,111.11,YES,300,Piecewise Linear
190203,CHILLICOTHE 2 2,1,Open,0,0,42.92,99.4,YES,5,3.58,0.001,0,1,0,YES,190203,WND (Wind),1.04,-34.1,37.06,YES,99.4,Piecewise Linear
190206,CHILLICOTHE 3 3,1,Closed,172.7,-61.95,62.86,200.2,YES,5,5.02,0.001,0,1,0,YES,190204,WND (Wind),1.036,-61.95,67.31,YES,200.2,Piecewise Linear
190209,WILDORADO 2 3,1,Closed,181.24,-4.3,64.33,210.1,YES,5,3.06,0.001,0,1,0,YES,190209,WND (Wind),1.04,-60.57,79.46,YES,210.1,Piecewise Linear
200156,BROWNSVILLE 15 2,1,Closed,36.23,-6.02,15.03,42,YES,5,10.15,0.001,4.5,3.218,0,YES,200156,NG (Natural Gas),1.04,-13.3,21.38,YES,42,Piecewise Linear
200156,BROWNSVILLE 15 2,2,Closed,15.17,-6.02,8.83,20,YES,5,10.18,0.0009,4.5,3.405,0,YES,200156,NG (Natural Gas),1.04,-6.04,10.18,YES,20,Piecewise Linear
200157,BROWNSVILLE 15 3,1,Closed,29.12,-11.02,14.86,45,YES,5,12,0.001,5,3.422,0,YES,200157,NG (Natural Gas),1.04,-15.35,22.9,YES,45,Piecewise Linear
200162,SANTA ROSA 2 2,1,Closed,6.15,0.98,2.98,10,YES,5,5.99,0.002,0,2.15,0,YES,200162,AB (Agricultural By-Products),1.04,-2.89,3.19,YES,10,Piecewise Linear
200168,EDINBURG 15 2,1,Closed,190.64,-1.49,109.11,221,YES,5,7.1,0.0005,4.5,3.001,0,YES,200168,NG (Natural Gas),1.04,-66.87,112.49,YES,221,Piecewise Linear
200169,EDINBURG 15 3,1,Closed,190.64,-67.23,26.92,221,YES,5,7.12,0.0004,4.5,2.803,0,YES,200167,NG (Natural Gas),1.04,-67.23,112.49,YES,221,Piecewise Linear
200170,EDINBURG 15 4,1,Open,0,0,82.48,240,YES,5,7.16,0.0002,4.5,3.283,0,YES,200170,NG (Natural Gas),1.04,-60.21,122.16,YES,240,Piecewise Linear
200172,EDINBURG 16 2,1,Closed,126.14,-27.33,71.62,172,YES,5,8.75,0.0004,4.5,3.165,0,YES,200171,NG (Natural Gas),1.04,-53.46,87.55,YES,172,Piecewise Linear
200173,EDINBURG 16 3,1,Closed,84.92,-0.42,37.69,149,YES,5,9.54,0.0003,4.5,3.553,0,YES,200173,NG (Natural Gas),1.04,-45.81,75.84,YES,149,Piecewise Linear
200174,EDINBURG 16 4,1,Closed,128.53,0.5,22.51,149,YES,5,8.4,0.0007,4.5,3.127,0,YES,200174,NG (Natural Gas),1.04,-47.61,75.84,YES,149,Piecewise Linear
200179,PENITAS 2 5,1,Closed,215.66,-18.39,89.47,250,YES,5,6.46,0.001,0,1,0,YES,200175,WND (Wind),1.041,-70.37,113.11,YES,250,Piecewise Linear
200181,HARLINGEN 6 2,1,Closed,172.52,-25.6,31.79,200,YES,5,3.73,0.001,0,1,0,YES,200180,WND (Wind),1.037,-51.8,67.19,YES,200,Piecewise Linear
200184,LYFORD 2 3,1,Closed,173.91,-40.99,79.12,201.6,YES,5,4.24,0.001,0,1,0,YES,200182,WND (Wind),1.041,-67.89,92.51,YES,201.6,Piecewise Linear
200186,RAYMONDVILLE 4 2,1,Closed,175.11,-6.17,42.09,203,YES,5,4.82,0.001,0,1,0,YES,200186,WND (Wind),1.04,-62.83,79.39,YES,203,Piecewise Linear
200189,SAN PERLITA 3 3,1,Closed,196.68,-36.02,49.75,228,YES,5,4.92,0.001,0,1,0,YES,200187,WND (Wind),1.042,-76.97,109.59,YES,228,Piecewise Linear
200192,RIO HONDO 4 3,1,Closed,142.33,-15.09,80.5,165,YES,5,4.7,0.001,0,1,0,YES,200192,WND (Wind),1.04,-43.54,79.13,YES,165,Piecewise Linear
200195,HARGILL 5 3,1,Closed,14.57,-0.28,8.77,18.3,YES,5,8.89,0.002,6,3.241,0,YES,200195,NG (Natural Gas),1.04,-6.34,9.31,YES,18.3,Piecewise Linear
200195,HARGILL 5 3,2,Closed,11.43,-0.28,5.63,18.3,YES,5,8.91,0.001,6,3.269,0,YES,200195,NG (Natural Gas),1.04,-5.99,9.31,YES,18.3,Piecewise Linear
200196,HARGILL 5 4,1,Closed,11.25,-0.29,5.45,18.3,YES,5,8.89,0.0016,6,3.194,0,YES,200196,NG (Natural Gas),1.04,-4.72,9.31,YES,18.3,Piecewise Linear
200197,HARGILL 5 5,1,Closed,13.53,0.04,7.73,18.3,YES,5,8.87,0.0027,6,3.285,0,YES,200197,NG (Natural Gas),1.04,-5.31,9.31,YES,18.3,Piecewise Linear
200198,HARGILL 5 6,1,Closed,15.79,-0.26,5.93,18.3,YES,5,8.9,0.0014,6,2.806,0,YES,200198,NG (Natural Gas),1.04,-6.3,9.31,YES,18.3,Piecewise Linear
200198,HARGILL 5 6,2,Closed,15.79,-0.26,2.69,18.3,YES,5,8.88,0.0026,6,3.035,0,YES,200198,NG (Natural Gas),1.04,-6.04,9.31,YES,18.3,Piecewise Linear
200199,HARGILL 5 7,1,Closed,12.04,-0.31,6.24,18.3,YES,5,8.87,0.003,6,3.289,0,YES,200199,NG (Natural Gas),1.04,-5.6,9.31,YES,18.3,Piecewise Linear
200200,HARGILL 5 8,1,Closed,8.05,-0.21,2.25,18.3,YES,5,8.89,0.0018,6,3.48,0,YES,200200,NG (Natural Gas),1.04,-5.61,9.31,YES,18.3,Piecewise Linear
200201,HARGILL 5 9,1,Closed,10.61,-0.15,4.81,18.3,YES,5,8.87,0.0028,6,3.527,0,YES,200201,NG (Natural Gas),1.04,-5.31,9.31,YES,18.3,Piecewise Linear
200201,HARGILL 5 9,2,Closed,15.79,-0.15,7.38,18.3,YES,5,8.9,0.0012,6,3.229,0,YES,200201,NG (Natural Gas),1.04,-5.48,9.31,YES,18.3,Piecewise Linear
200202,HARGILL 5 10,1,Closed,15.79,-0.22,7.86,18.3,YES,5,8.89,0.0017,6,2.848,0,YES,200202,NG (Natural Gas),1.04,-4.83,9.31,YES,18.3,Piecewise Linear
200202,HARGILL 5 10,2,Closed,15.79,-0.22,8.12,18.3,YES,5,8.87,0.0029,6,3.154,0,YES,200202,NG (Natural Gas),1.04,-4.72,9.31,YES,18.3,Piecewise Linear
200204,LOS FRESNOS 3 2,1,Closed,82.21,-12.86,24.84,95.3,YES,5,4,0.001,0,1,0,YES,200204,WND (Wind),1.04,-32.73,37.82,YES,95.3,Piecewise Linear
200207,SULLIVAN CITY 3 3,1,Closed,94.89,-3.41,38.06,110,YES,5,2.88,0.001,0,1,0,YES,200207,WND (Wind),1.04,-29.46,49.81,YES,110,Piecewise Linear
210319,BUCHANAN DAM 2 3,1,Open,0,0,5.75,18.3,YES,5,22.3,0.002,0,1,0,YES,210319,WAT (Water),1.04,-6.14,7.03,YES,18.3,Piecewise Linear
210319,BUCHANAN DAM 2 3,2,Closed,15.79,7.03,1.85,18.3,YES,5,21,0.003,0,1,0,YES,210319,WAT (Water),1.04,-5.73,7.03,YES,18.3,Piecewise Linear
210320,BUCHANAN DAM 2 4,1,Closed,11.77,6.65,5.97,18.3,YES,5,26.59,0.002,0,1,0,YES,210320,WAT (Water),1.04,-6.33,7.03,YES,18.3,Piecewise Linear
210322,BUCHANAN DAM 3 2,1,Open,0,0,1.38,13.8,YES,5,26.85,0.002,0,1,0,YES,210322,WAT (Water),1.04,-3.89,5.3,YES,13.8,Piecewise Linear
210325,WHITNEY 4 3,1,Closed,18.12,-2.04,2.58,21,YES,5,23.33,0.002,0,1,0,YES,210325,WAT (Water),1.04,-7.34,8.06,YES,21,Piecewise Linear
210325,WHITNEY 4 3,2,Closed,18.12,-2.04,6.95,21,YES,5,22.97,0.002,0,1,0,YES,210325,WAT (Water),1.04,-5.64,8.06,YES,21,Piecewise Linear
210327,WHITNEY 5 2,1,Closed,155.51,-67.34,92.11,200,YES,5,6.89,0.0008,4.5,3.526,0,YES,210326,NG (Natural Gas),1.04,-67.34,101.8,YES,200,Piecewise Linear
210328,WHITNEY 5 3,1,Closed,121.97,-5.34,71.57,159,YES,5,6.99,0.0004,4.5,3.337,0,YES,210328,NG (Natural Gas),1.04,-43.02,80.93,YES,159,Piecewise Linear
210329,WHITNEY 5 4,1,Closed,89.93,-6.21,39.53,159,YES,5,6.84,0.0013,4.5,3.444,0,YES,210329,NG (Natural Gas),1.04,-47.94,80.93,YES,159,Piecewise Linear
210330,WHITNEY 5 5,1,Closed,97.87,-6.83,22.82,154,YES,5,6.59,0.003,4.5,3.483,0,YES,210330,NG (Natural Gas),1.04,-40.98,78.39,YES,154,Piecewise Linear
210331,WHITNEY 5 6,1,Closed,74.19,-5.17,28.3,86,YES,5,6.88,0.002,4.5,3.146,0,YES,210331,NG (Natural Gas),1.04,-24.47,43.77,YES,86,Piecewise Linear
210334,RIESEL 5 3,1,Closed,804.48,5.22,269.58,932.6,YES,5,8.82,0.0015,3,1.7,0,YES,210332,SUB (Subbituminous Coal),1.038,-264.3,434.59,YES,932.6,Piecewise Linear
210336,TEMPLE 7 2,1,Closed,269.14,-25.96,135.91,312,YES,5,7.2,0.0021,4.5,2.948,0,YES,210335,NG (Natural Gas),1.036,-83.32,158.81,YES,312,Piecewise Linear
210337,TEMPLE 7 3,1,Closed,191.77,-25.96,92.87,312,YES,5,6.92,0.003,4.5,3.416,0,YES,210335,NG (Natural Gas),1.036,-81.77,158.81,YES,312,Piecewise Linear
210338,TEMPLE 7 4,1,Open,0,0,91.66,211,YES,5,7.26,0.0028,4.5,3.119,0,YES,210335,NG (Natural Gas),1.036,-72.01,107.4,YES,211,Piecewise Linear
210339,TEMPLE 7 5,1,Closed,182.01,19.4,53.7,211,YES,5,7.37,0.0023,4.5,2.86,0,YES,210339,NG (Natural Gas),1.04,-70.93,107.4,YES,211,Piecewise Linear
210340,TEMPLE 7 6,1,Closed,119.65,15.62,52.77,211,YES,5,7.64,0.001,4.5,3.332,0,YES,210340,NG (Natural Gas),1.04,-54.69,107.4,YES,211,Piecewise Linear
210341,TEMPLE 7 7,1,Closed,131.77,15.84,64.89,211,YES,5,7.24,0.0029,4.5,3.298,0,YES,210341,NG (Natural Gas),1.04,-66.88,107.4,YES,211,Piecewise Linear
210346,GOLDTHWAITE 6 5,1,Closed,129.39,-37.68,48.67,150,YES,5,5.6,0.001,0,1,0,YES,210342,WND (Wind),1.04,-37.68,73.47,YES,150,Piecewise Linear
210349,COMANCHE 4 3,1,Closed,172.61,-33.54,59.55,200.1,YES,5,3.24,0.001,0,1,0,YES,210349,WND (Wind),1.04,-51.57,60.12,YES,200.1,Piecewise Linear
210351,FORT HOOD 6 2,1,Open,0,0,2.74,15.4,YES,5,10.2,0.002,0,1,0,YES,210351,SUN (Solar),1.04,-4.73,7.63,YES,15.4,Piecewise Linear
210354,PRIDDY 4 3,1,Closed,172.52,-37.6,65.59,200,YES,5,3.84,0.001,0,1,0,YES,210354,WND (Wind),1.04,-55.75,76.6,YES,200,Piecewise Linear
210358,EDDY 2 2,1,Open,0,0,3.06,10,YES,5,1.61,0.005,0,1,0,YES,210358,SUN (Solar),1.04,-2.62,4.64,YES,10,Piecewise Linear
220123,WICKETT 1 5,1,Closed,27.27,0.94,6.98,64,YES,5,15.54,0.0027,5,3.373,0,YES,220123,NG (Natural Gas),1.04,-20.07,32.58,YES,64,Piecewise Linear
