Substation Latitude,Substation Longitude,Number,Sub Name,Name,Area Name,Nom kV,PU Volt,Volt (kV),Angle (Deg),Load MW,Load Mvar,Gen MW,Gen Mvar,Switched Shunts Mvar,Act G Shunt MW,Act B Shunt Mvar,Area Num,Zone Num
30.5924,-95.9178,230286,SHIRO 3,SHIRO 3 4,East,13.8,1.04,14.352,-5.97,,,133.71,0.36,,0,0,8,1
30.5924,-95.9178,230287,SHIRO 3,SHIRO 3 5,East,18,1.04,18.72,-6.94,,,88.58,-0.73,,0,0,8,1
30.6178,-96.3433,230288,COLLEGE STATION 12,COLLEGE STATION 12 1,East,345,1.0327,356.281,-2.86,,,,,,0,0,8,1
30.6178,-96.3433,230289,COLLEGE STATION 12,COLLEGE STATION 12 2,East,138,1.0378,143.217,-6.27,,,,,,0,0,8,1
30.6178,-96.3433,230290,COLLEGE STATION 12,COLLEGE STATION 12 3,East,13.8,1.04,14.352,-5.67,,,27.05,4.88,,0,0,8,1
30.6178,-96.3433,230291,COLLEGE STATION 12,COLLEGE STATION 12 4,East,22,1.0327,22.719,-2.86,,,,,,0,0,8,1
29.5503,-96.5378,230292,ROCK ISLAND 2,ROCK ISLAND 2 1,South Central,138,1.03973,143.482,-5.19,,,,,,0,0,6,1
29.5503,-96.5378,230293,ROCK ISLAND 2,ROCK ISLAND 2 2,South Central,13.8,1.04,14.352,-5.04,,,7.16,0.54,,0,0,6,1
29.5503,-96.5378,230294,ROCK ISLAND 2,ROCK ISLAND 2 3,South Central,18,1.04,18.72,-4.91,,,10.84,0.31,,0,0,6,1
29.5503,-96.5378,230295,ROCK ISLAND 2,ROCK ISLAND 2 4,South Central,13.8,1.04,14.352,-4.89,,,12.36,0.12,,0,0,6,1
31.2867,-96.8772,230296,MARLIN 3,MARLIN 3 1,North Central,138,1.04575,144.313,2.55,,,,,21.86,0,0,5,1
31.2867,-96.8772,230297,MARLIN 3,MARLIN 3 2,North Central,13.8,1.04575,14.431,2.55,,,,,,0,0,5,1
29.8259,-100.272,240001,ROCKSPRINGS 1,ROCKSPRINGS 1 1,West,138,1.0524,145.231,16.17,6.5,0.08,,,,0,0,3,1
30.516,-99.7169,240002,JUNCTION 1,JUNCTION 1 1,West,138,1.04234,143.843,11.48,11.5,0.68,,,,0,0,3,1
30.8342,-99.702,240003,HEXT 1,HEXT 1 1,West,138,1.03926,143.418,13.82,,,,,,0,0,3,1
30.8257,-99.8441,240004,MENARD 1,MENARD 1 1,West,138,1.04314,143.953,15.83,11.3,3.61,,,,0,0,3,1
30.6454,-101.153,240005,OZONA 1,OZONA 1 1,Far West,138,1.04158,143.738,26,12.72,2.94,,,,0,0,1,1
30.8669,-100.624,240006,ELDORADO 1,ELDORADO 1 1,West,138,1.04467,144.164,21.34,13.54,2.4,,,,0,0,3,1
30.8485,-100.373,240007,ELDORADO 2,ELDORADO 2 1,West,138,1.04533,144.256,18.23,2.41,0.75,,,,0,0,3,1
30.7805,-100.14,240008,FORT MC KAVETT 1,FORT MC KAVETT 1 1,West,138,1.04691,144.474,17.67,3.61,0.45,,,,0,0,3,1
30.7873,-101.045,240009,OZONA 2,OZONA 2 1,Far West,138,1.04405,144.079,24.27,,,,,,0,0,1,1
30.5305,-100.63,240010,SONORA 1,SONORA 1 1,West,138,1.04878,144.732,19.42,16,4.9,,,,0,0,3,1
30.4267,-100.083,240011,ROOSEVELT 1,ROOSEVELT 1 1,West,138,1.04945,144.824,13.74,,,,,,0,0,3,1
30.5627,-99.914,240012,JUNCTION 2,JUNCTION 2 1,West,345,1.04694,361.193,15.27,,,,,,0,0,3,1
30.5627,-99.914,240013,JUNCTION 2,JUNCTION 2 2,West,138,1.04384,144.05,13.95,12.3,3.98,,,,0,0,3,1
30.5627,-99.914,240014,JUNCTION 2,JUNCTION 2 3,West,18,1.04634,18.834,15.01,,,,,,0,0,3,1
30.5627,-99.914,240015,JUNCTION 2,JUNCTION 2 4,West,1,1.04634,1.046,15.01,,,,,,0,0,3,1
30.0729,-100.194,240016,ROCKSPRINGS 2,ROCKSPRINGS 2 1,West,138,1.05204,145.182,15.64,,,,,,0,0,3,1
30.1102,-100.475,240017,ROCKSPRINGS 3,ROCKSPRINGS 3 1,West,138,1.05373,145.415,17.61,1.95,0.45,,,,0,0,3,1
30.2008,-99.8238,240018,MOUNTAIN HOME 4,MOUNTAIN HOME 4 1,West,138,1.04448,144.138,10.49,5.6,1.35,,,,0,0,3,1
30.9,-100.701,240019,ELDORADO 3,ELDORADO 3 1,West,138,1.04559,144.291,21.55,,,,,,0,0,3,1
30.3539,-100.984,240020,OZONA 3,OZONA 3 1,Far West,138,1.05275,145.279,21.61,0.87,0.3,,,,0,0,1,1
31.0702,-100.188,240021,FORT MC KAVETT 2,FORT MC KAVETT 2 1,West,138,1.04796,144.618,19.5,,,,,,0,0,3,1
29.3592,-100.889,240022,LAUGHLIN A F B 1,LAUGHLIN A F B 1 1,South,138,1.04938,144.814,18.34,20.3,1.73,,,,0,0,4,1
29.3952,-100.914,240023,LAUGHLIN A F B 2,LAUGHLIN A F B 2 1,South,138,1.05008,144.911,18.36,21.8,7.5,,,,0,0,4,1
29.4465,-100.958,240024,LAUGHLIN A F B 3,LAUGHLIN A F B 3 1,South,138,1.05364,145.403,18.76,6.7,0.9,,,,0,0,4,1
29.3762,-100.928,240025,LAUGHLIN A F B 4,LAUGHLIN A F B 4 1,South,138,1.04901,144.764,18.65,2.79,0.68,,,,0,0,4,1
29.3698,-100.812,240026,LAUGHLIN A F B 5,LAUGHLIN A F B 5 1,South,138,1.04979,144.871,18.21,6.4,2.34,,,,0,0,4,1
29.6846,-101.175,240027,COMSTOCK 1,COMSTOCK 1 1,West,138,1.05795,145.998,19.74,0.82,0.22,,,,0,0,3,1
29.5971,-100.96,240028,DEL RIO 1,DEL RIO 1 1,South,138,1.0558,145.7,19.11,1.42,0.45,,,,0,0,4,1
29.3703,-100.906,240030,LAUGHLIN A F B 6,LAUGHLIN A F B 6 1,South,138,1.04906,144.771,18.37,34.2,6.3,,,,0,0,4,1
29.3703,-100.906,240031,LAUGHLIN A F B 6,LAUGHLIN A F B 6 2,South,13.8,1.04906,14.477,18.37,,,,,,0,0,4,1
29.3703,-100.906,240032,LAUGHLIN A F B 6,LAUGHLIN A F B 6 3,South,1,1.04906,1.049,18.37,,,,,,0,0,4,1
29.3539,-100.795,240033,LAUGHLIN A F B 7,LAUGHLIN A F B 7 1,South,138,1.05032,144.944,18.17,11,1.43,,,,0,0,4,1
29.6857,-101.037,240034,DEL RIO 2,DEL RIO 2 1,West,138,1.05797,146,20.22,0.33,0.05,,,,0,0,3,1
29.4405,-100.899,240035,LAUGHLIN A F B 8,LAUGHLIN A F B 8 1,South,138,1.0528,145.286,18.55,1.27,0.45,,,,0,0,4,1
30.0324,-101.564,240036,LANGTRY 2,LANGTRY 2 1,West,138,1.06192,146.545,20.71,0.29,0.07,,,,0,0,3,1
30.0385,-101.122,240037,COMSTOCK 2,COMSTOCK 2 1,West,138,1.05857,146.082,20.18,0.25,0.07,,,,0,0,3,1
30.0646,-100.861,240038,DEL RIO 3,DEL RIO 3 1,West,138,1.05681,145.84,19.9,0.26,0.07,,,,0,0,3,1
29.8296,-100.993,240039,DEL RIO 4,DEL RIO 4 1,West,138,1.05541,145.647,20.12,0.23,0.07,,,,0,0,3,1
30.1063,-101.346,240040,COMSTOCK 3,COMSTOCK 3 1,West,138,1.06074,146.382,20.62,0.27,0.08,,,,0,0,3,1
29.9094,-101.283,240041,COMSTOCK 4,COMSTOCK 4 1,West,138,1.0611,146.431,20.19,0.12,0.03,,,,0,0,3,1
29.8098,-100.726,240042,DEL RIO 5,DEL RIO 5 1,South,138,1.0523,145.217,20.05,0.23,0.07,,,,0,0,4,1
29.6773,-100.758,240043,DEL RIO 6,DEL RIO 6 1,South,138,1.05129,145.079,18.69,0.12,0.02,,,,0,0,4,1
29.8949,-101.579,240044,LANGTRY 3,LANGTRY 3 1,West,138,1.06162,146.503,20.51,0.24,0.07,,,,0,0,3,1
29.7432,-101.147,240045,COMSTOCK 5,COMSTOCK 5 1,West,138,1.05909,146.154,20,0.39,0.13,,,,0,0,3,1
30.2458,-101.675,240046,LANGTRY 4,LANGTRY 4 1,Far West,138,1.05964,146.231,22.22,0.19,0.03,,,,0,0,1,1
29.8041,-101.701,240047,LANGTRY 5,LANGTRY 5 1,Far West,138,1.05684,145.844,22.75,0.06,0.02,,,,0,0,1,1
30.2693,-100.863,240048,SONORA 2,SONORA 2 1,West,138,1.0539,145.439,20.31,0.31,0.03,,,,0,0,3,1
30.0964,-101.509,240049,LANGTRY 6,LANGTRY 6 1,West,138,1.06151,146.488,20.9,0.07,0.02,,,,0,0,3,1
29.5459,-100.722,240050,LAUGHLIN A F B 9,LAUGHLIN A F B 9 1,South,138,1.05235,145.224,18.22,0.01,0.01,,,,0,0,4,1
29.6512,-101.359,240051,COMSTOCK 6,COMSTOCK 6 1,West,138,1.05668,145.822,20.15,0.12,0.02,,,,0,0,3,1
30.0473,-100.702,240052,DEL RIO 7,DEL RIO 7 1,West,138,1.05637,145.779,19.26,2.63,0.61,,,,0,0,3,1
29.8633,-101.399,240053,COMSTOCK 7,COMSTOCK 7 1,West,138,1.06188,146.54,20.36,0,0,,,,0,0,3,1
29.9493,-101.465,240054,LANGTRY 7,LANGTRY 7 1,West,138,1.06209,146.568,20.54,0,0,,,0,0,0,3,1
29.5863,-100.95,240055,DEL RIO 8,DEL RIO 8 1,South,138,1.05613,145.746,19.17,1.65,0.53,,,0,0,0,4,1
29.7522,-100.888,240056,DEL RIO 9,DEL RIO 9 1,West,138,1.05154,145.112,20.06,0.2,0.05,,,,0,0,3,1
29.7196,-101.264,240058,COMSTOCK 8,COMSTOCK 8 1,West,138,1.05862,146.09,20.06,0,0,,,,0,0,3,1
30.2386,-99.6659,240059,MOUNTAIN HOME 5,MOUNTAIN HOME 5 1,West,138,1.04288,143.917,7.92,0.76,0.3,,,,0,0,3,1
32.3829,-99.6637,240060,DYESS AFB 1,DYESS AFB 1 1,West,138,1.03652,143.04,14.35,2.64,0.75,,,,0,0,3,1
32.4722,-99.8453,240061,DYESS AFB 2,DYESS AFB 2 1,West,138,1.04494,144.202,16.91,5.5,1.95,,,,0,0,3,1
32.5113,-99.6957,240062,ABILENE 1,ABILENE 1 1,West,138,1.03816,143.266,14.63,14.88,1.88,,,,0,0,3,1
32.3445,-99.8931,240063,TYE 1,TYE 1 1,West,138,1.03983,143.497,17.46,2.71,0.38,,,,0,0,3,1
32.2289,-99.8016,240064,BUFFALO GAP 1,BUFFALO GAP 1 1,West,138,1.03738,143.158,16.6,2.41,0.75,,,11.41,0,0,3,1
32.1546,-99.6977,240065,LAWN 1,LAWN 1 1,West,138,1.03404,142.698,14.9,1.23,0.38,,,,0,0,3,1
32.1358,-99.9015,240066,OVALO 1,OVALO 1 1,West,138,1.03785,143.224,17.75,1.01,0.3,,,,0,0,3,1
32.4123,-100.063,240067,MERKEL 1,MERKEL 1 1,West,138,1.04609,144.36,17.68,1.58,0.3,,,,0,0,3,1
32.493,-99.9399,240068,TYE 2,TYE 2 1,West,138,1.04666,144.44,16.01,1.58,0.15,,,,0,0,3,1
32.2534,-99.9896,240069,TUSCOLA 1,TUSCOLA 1 1,West,138,1.03804,143.25,18.97,1.95,0.38,,,,0,0,3,1
32.2537,-99.6596,240070,CLYDE 1,CLYDE 1 1,West,138,1.0312,142.306,10.83,0.61,0.02,,,,0,0,3,1
32.1474,-100.091,240071,WINGATE 1,WINGATE 1 1,West,138,1.03851,143.314,19.2,0.62,0.04,,,,0,0,3,1
32.363,-100.089,240072,MERKEL 2,MERKEL 2 1,West,138,1.04599,144.346,18.36,0.01,0,,,,0,0,3,1
32.1742,-99.9092,240073,TUSCOLA 2,TUSCOLA 2 1,West,138,1.03885,143.361,17.73,0.1,0.03,,,,0,0,3,1
32.1565,-99.8039,240074,OVALO 2,OVALO 2 1,West,138,1.03623,142.999,16.45,1.43,0.38,,,,0,0,3,1
32.2527,-100.117,240075,NOLAN 1,NOLAN 1 1,West,138,1.03836,143.294,21.45,0.29,0.08,,,,0,0,3,1
32.4235,-99.6788,240076,ABILENE 2,ABILENE 2 1,West,138,1.03625,143.002,14.25,2.86,0.45,,,,0,0,3,1
31.4171,-100.278,240077,WALL 1,WALL 1 1,West,138,1.04271,143.893,19.81,5.7,1.58,,,,0,0,3,1
31.5292,-100.188,240078,MILES 1,MILES 1 1,West,138,1.04228,143.835,20.73,6.5,1.88,,,,0,0,3,1
31.5659,-100.347,240079,GOODFELLOW AFB 1,GOODFELLOW AFB 1 1,West,138,1.04116,143.68,20.01,7.4,2.49,,,,0,0,3,1
31.6114,-100.645,240080,CARLSBAD 1,CARLSBAD 1 1,West,138,1.04076,143.624,22.26,1.88,0.3,,,,0,0,3,1
31.3881,-100.614,240081,KNICKERBOCKER 1,KNICKERBOCKER 1 1,West,138,1.04183,143.772,22.08,1.8,0.6,,,,0,0,3,1
31.6545,-100.323,240082,TENNYSON 1,TENNYSON 1 1,West,138,1.04109,143.67,19.87,8.88,2.17,,,,0,0,3,1
31.6039,-100.54,240083,SAN ANGELO 1,SAN ANGELO 1 1,West,138,1.04026,143.556,21.59,1.06,0.3,,,,0,0,3,1
31.4595,-100.356,240084,GOODFELLOW AFB 2,GOODFELLOW AFB 2 1,West,138,1.04229,143.836,19.9,0.52,0.07,,,,0,0,3,1
31.2754,-100.444,240085,KNICKERBOCKER 2,KNICKERBOCKER 2 1,West,138,1.04219,143.823,21.25,1.3,0.45,,,,0,0,3,1
31.2726,-100.58,240086,KNICKERBOCKER 3,KNICKERBOCKER 3 1,West,138,1.0428,143.906,23.09,2.56,0.6,,,,0,0,3,1
31.3143,-100.296,240087,WALL 2,WALL 2 1,West,138,1.04276,143.901,19.37,3.54,1.05,,,,0,0,3,1
31.2251,-100.351,240088,WALL 3,WALL 3 1,West,138,1.04534,144.257,20.39,0.06,0.02,,,,0,0,3,1
31.1612,-100.485,240089,CHRISTOVAL 1,CHRISTOVAL 1 1,West,138,1.04464,144.16,20.82,0.43,0.09,,,,0,0,3,1
31.3511,-100.16,240090,EOLA 1,EOLA 1 1,West,138,1.04309,143.946,18.51,1.65,0.3,,,,0,0,3,1
31.1021,-100.332,240091,CHRISTOVAL 2,CHRISTOVAL 2 1,West,138,1.04708,144.498,19.89,0.15,0.05,,,,0,0,3,1
31.5436,-100.967,240092,WATER VALLEY 1,WATER VALLEY 1 1,West,138,1.03912,143.399,23.5,0.1,0.03,,,,0,0,3,1
31.1073,-100.635,240093,KNICKERBOCKER 4,KNICKERBOCKER 4 1,West,138,1.04384,144.05,22.41,0.15,0.03,,,,0,0,3,1
31.6289,-100.709,240094,CARLSBAD 2,CARLSBAD 2 1,West,138,1.04133,143.703,22.46,1.73,0.3,,,,0,0,3,1
31.7653,-99.1093,240095,BANGS 1,BANGS 1 1,North Central,138,1.03047,142.205,5.14,5.7,0.98,,,,0,0,5,1
31.8935,-99.174,240096,BURKETT 1,BURKETT 1 1,North Central,138,1.0323,142.457,5.83,1.19,0.15,,,,0,0,5,1
31.5838,-99.1407,240097,BROOKESMITH 2,BROOKESMITH 2 1,West,138,1.03072,142.24,4.09,1.65,0.38,,,,0,0,3,1
31.8304,-99.0289,240098,BROWNWOOD 2,BROWNWOOD 2 1,North Central,138,1.03401,142.693,5.38,1.08,0.38,,,,0,0,5,1
32.0148,-99.0533,240099,RISING STAR 1,RISING STAR 1 1,North Central,138,1.0425,143.865,6.07,1.25,0.38,,,,0,0,5,1
31.7294,-99.1458,240100,BANGS 2,BANGS 2 1,North Central,138,1.02943,142.062,5,1.18,0.22,,,,0,0,5,1
33.1343,-99.7985,240101,RULE 1,RULE 1 1,North,138,1.03454,142.767,17.89,2.86,0.75,,,,0,0,2,1
33.406,-99.7389,240102,KNOX CITY 1,KNOX CITY 1 1,North,138,1.03435,142.74,13.37,22.6,5.28,,,,0,0,2,1
33.3394,-99.5455,240103,WEINERT 1,WEINERT 1 1,North,138,1.03676,143.073,13.76,,,,,,0,0,2,1
33.0418,-99.5961,240104,HASKELL 1,HASKELL 1 1,North,138,1.03861,143.328,15.55,17.6,6.1,,,27.18,0,0,2,1
31.206,-99.6854,240105,MELVIN 1,MELVIN 1 1,West,138,1.04165,143.748,15.52,3.61,0.75,,,,0,0,3,1
31.1816,-99.2519,240106,BRADY 1,BRADY 1 1,West,138,1.02735,141.775,3.29,33.2,8.05,,,,0,0,3,1
31.4855,-99.5001,240107,GOULDBUSK 1,GOULDBUSK 1 1,West,138,1.03891,143.369,12.58,5,1.8,,,,0,0,3,1
31.1643,-99.1342,240108,VOCA 1,VOCA 1 1,West,138,1.02909,142.014,4.04,,,,,,0,0,3,1
31.2107,-99.7657,240109,EDEN 1,EDEN 1 1,West,138,1.04274,143.898,16.17,11,1.65,,,,0,0,3,1
30.996,-99.3537,240110,BRADY 2,BRADY 2 1,West,138,1.0317,142.375,5.97,2.64,0.22,,,,0,0,3,1
30.8202,-99.1881,240111,ART 1,ART 1 1,West,138,1.03237,142.467,2.94,13.3,3.54,,,,0,0,3,1
30.6729,-99.2296,240112,MASON 1,MASON 1 1,West,138,1.03421,142.721,2.85,2.49,0.83,,,,0,0,3,1
31.1719,-99.1766,240113,ROCHELLE 1,ROCHELLE 1 1,West,138,1.02825,141.898,3.7,,,,,,0,0,3,1
31.8012,-101.166,240114,STERLING CITY 1,STERLING CITY 1 1,West,138,1.04165,143.747,26.12,,,,,,0,0,3,1
32.74,-100.744,240115,HERMLEIGH 1,HERMLEIGH 1 1,West,138,1.03952,143.454,29.08,,,,,,0,0,3,1
32.393,-100.886,240116,COLORADO CITY 1,COLORADO CITY 1 1,West,138,1.03887,143.364,25.04,27.5,7.8,,,,0,0,3,1
32.2574,-101.01,240117,COLORADO CITY 2,COLORADO CITY 2 1,West,138,1.03865,143.334,26.31,,,,,,0,0,3,1
31.9525,-100.019,240118,WINTERS 1,WINTERS 1 1,West,138,1.03796,143.238,16.97,23.9,6.5,,,,0,0,3,1
32.4126,-100.662,240119,LORAINE 1,LORAINE 1 1,West,138,1.0433,143.975,26.97,,,,,,0,0,3,1
32.4721,-100.421,240120,SWEETWATER 1,SWEETWATER 1 1,West,138,1.03258,142.497,23.41,91.6,24.8,,,,0,0,3,1
31.9201,-99.6937,240121,NOVICE 1,NOVICE 1 1,West,138,1.02913,142.02,9.85,3.54,1.05,,,,0,0,3,1
31.7587,-99.9538,240122,BALLINGER 1,BALLINGER 1 1,West,138,1.0393,143.424,16.73,2.18,0.75,,,,0,0,3,1
31.6047,-99.9453,240123,ROWENA 1,ROWENA 1 1,West,138,1.04296,143.928,18.25,,,,,,0,0,3,1
31.4456,-99.9869,240124,PAINT ROCK 1,PAINT ROCK 1 1,West,138,1.04361,144.018,17.57,4.8,1.35,,,,0,0,3,1
32.7676,-99.8272,240125,ANSON 1,ANSON 1 1,West,138,1.0236,141.257,14.89,41.5,9.28,,,,0,0,3,1
32.6008,-99.8858,240126,HAWLEY 1,HAWLEY 1 1,West,138,1.03135,142.327,15.09,18.5,5.2,,,,0,0,3,1
31.9017,-100.553,240127,ROBERT LEE 1,ROBERT LEE 1 1,West,138,1.04398,144.069,20.12,8.8,3.16,,,9.59,0,0,3,1
31.2828,-100.824,240128,MERTZON 1,MERTZON 1 1,West,138,1.04095,143.651,22.95,7.86,1.26,,,,0,0,3,1
32.0084,-100.289,240129,BLACKWELL 1,BLACKWELL 1 1,West,138,1.04348,144,18.99,6.8,0.98,,,,0,0,3,1
31.749,-100.077,240130,NORTON 1,NORTON 1 1,West,138,1.04174,143.761,17.93,24.3,6.7,,,,0,0,3,1
32.7894,-100.388,240131,ROBY 1,ROBY 1 1,West,138,1.02371,141.272,20.01,22.6,8.2,,,,0,0,3,1
32.8795,-100.142,240132,HAMLIN 1,HAMLIN 1 1,West,138,1.02619,141.614,18.69,6.6,1.95,,,,0,0,3,1
32.3438,-100.314,240133,NOLAN 2,NOLAN 2 1,West,138,1.03648,143.035,23.04,,,,,,0,0,3,1
31.6687,-99.7093,240134,VOSS 1,VOSS 1 1,West,138,1.03828,143.283,14.47,5.7,1.5,,,,0,0,3,1
31.9254,-100.614,240135,ROBERT LEE 2,ROBERT LEE 2 1,West,138,1.04244,143.857,21.21,,,,,,0,0,3,1
32.6843,-100.528,240136,ROBY 2,ROBY 2 1,West,138,1.02567,141.543,21.38,3.46,0.98,,,,0,0,3,1
32.1026,-99.6223,240137,GOLDSBORO 1,GOLDSBORO 1 1,West,138,1.03043,142.2,11.72,,,,,,0,0,3,1
31.6405,-100.93,240138,WATER VALLEY 2,WATER VALLEY 2 1,West,138,1.03999,143.519,23.55,,,,,,0,0,3,1
32.0441,-100.194,240139,WINGATE 2,WINGATE 2 1,West,138,1.04679,144.457,22.56,,,,,,0,0,3,1
32.3528,-99.5286,240140,CLYDE 2,CLYDE 2 1,North Central,138,1.03036,142.19,12.22,35.3,11.81,,,,0,0,5,1
32.6608,-99.6246,240141,ABILENE 3,ABILENE 3 1,West,138,1.03291,142.542,13.7,,,,,,0,0,3,1
31.8176,-99.4434,240142,COLEMAN 1,COLEMAN 1 1,West,138,1.02525,141.484,7.77,4.9,1.73,,,,0,0,3,1
31.7408,-99.3275,240143,SANTA ANNA 1,SANTA ANNA 1 1,North Central,138,1.02552,141.521,5.66,27.4,6.95,,,,0,0,5,1
32.141,-99.1476,240144,CROSS PLAINS 1,CROSS PLAINS 1 1,North Central,138,1.04079,143.629,6.65,,,,,,0,0,5,1
32.6533,-99.2122,240145,MORAN 1,MORAN 1 1,North Central,138,1.03573,142.931,9.63,4.9,1.05,,,,0,0,5,1
32.3391,-99.3619,240146,BAIRD 1,BAIRD 1 1,North Central,138,1.03745,143.168,11.63,6.4,1.35,,,,0,0,5,1
32.3169,-99.0921,240147,CISCO 1,CISCO 1 1,North Central,138,1.04075,143.623,8.41,13.71,2.93,,,11.91,0,0,5,1
32.0739,-99.4742,240148,COLEMAN 2,COLEMAN 2 1,North Central,138,1.03047,142.204,9.55,7.1,1.5,,,,0,0,5,1
32.1253,-98.9642,240149,RISING STAR 2,RISING STAR 2 1,North Central,138,1.04257,143.875,5.89,13.1,2.33,,,,0,0,5,1
32.4192,-99.5927,240150,CLYDE 3,CLYDE 3 1,West,138,1.03609,142.98,13.84,,,,,,0,0,3,1
32.8264,-99.4077,240151,LUEDERS 1,LUEDERS 1 1,North Central,138,1.03747,143.171,11.09,16.2,4.25,,,,0,0,5,1
31.9514,-99.2278,240152,BURKETT 2,BURKETT 2 1,North Central,138,1.03366,142.645,7.17,,,,,,0,0,5,1
32.4676,-100.004,240153,MERKEL 3,MERKEL 3 1,West,138,1.04623,144.38,16.43,9.7,2.56,,,,0,0,3,1
32.3809,-99.8188,240154,DYESS AFB 3,DYESS AFB 3 1,West,138,1.03765,143.195,16.75,9.1,2.41,,,,0,0,3,1
32.3124,-99.784,240155,BUFFALO GAP 2,BUFFALO GAP 2 1,West,138,1.03708,143.117,16.55,6.6,0.68,,,,0,0,3,1
32.2685,-99.8309,240156,BUFFALO GAP 3,BUFFALO GAP 3 1,West,138,1.03752,143.178,17.18,2.26,0.6,,,,0,0,3,1
32.1871,-99.7814,240157,OVALO 3,OVALO 3 1,West,138,1.03579,142.939,16.14,2.86,0.83,,,,0,0,3,1
32.4806,-100.085,240158,MERKEL 4,MERKEL 4 1,West,138,1.04661,144.433,17.01,0.89,0.3,,,,0,0,3,1
32.4787,-99.7397,240159,DYESS AFB 4,DYESS AFB 4 1,West,138,1.04152,143.73,14.91,19.5,6.1,,,,0,0,3,1
32.4323,-99.7485,240160,DYESS AFB 5,DYESS AFB 5 1,West,138,1.03774,143.208,14.38,28,7.5,,,,0,0,3,1
32.4634,-99.7578,240161,DYESS AFB 6,DYESS AFB 6 1,West,138,1.04691,144.474,15.55,34.1,13.1,,,124.27,0,0,3,1
32.4523,-99.7022,240162,ABILENE 4,ABILENE 4 1,West,138,1.03396,142.687,14.07,43.9,12.7,,,,0,0,3,1
32.3894,-99.7508,240163,DYESS AFB 7,DYESS AFB 7 1,West,138,1.03848,143.31,17.07,33.7,5.4,,,,0,0,3,1
32.4206,-99.7773,240164,DYESS AFB 8,DYESS AFB 8 1,West,138,1.043,143.935,16.42,10.3,1.13,,,,0,0,3,1
32.3416,-99.7014,240165,BUFFALO GAP 4,BUFFALO GAP 4 1,West,138,1.03723,143.138,15.85,5.5,1.43,,,,0,0,3,1
32.4362,-99.7881,240166,DYESS AFB 9,DYESS AFB 9 1,West,345,1.04116,359.199,16.48,,,,,,0,0,3,1
32.4362,-99.7881,240167,DYESS AFB 9,DYESS AFB 9 2,West,138,1.04375,144.037,16.2,55.6,17.24,,,,0,0,3,1
32.4362,-99.7881,240168,DYESS AFB 9,DYESS AFB 9 3,West,13.8,1.04172,14.376,16.42,,,,,,0,0,3,1
32.4362,-99.7881,240169,DYESS AFB 9,DYESS AFB 9 4,West,1,1.04172,1.042,16.42,,,,,,0,0,3,1
32.4359,-99.7368,240170,DYESS AFB 10,DYESS AFB 10 1,West,138,1.03686,143.086,14.23,25.1,5.2,,,,0,0,3,1
32.4453,-99.6904,240171,ABILENE 5,ABILENE 5 1,West,138,1.0352,142.858,14.02,16,1.43,,,,0,0,3,1
31.4439,-100.46,240172,GOODFELLOW AFB 3,GOODFELLOW AFB 3 1,West,138,1.03855,143.32,20.63,35.2,4.5,,,,0,0,3,1
31.4193,-100.42,240173,GOODFELLOW AFB 4,GOODFELLOW AFB 4 1,West,138,1.04029,143.56,20.68,15.2,3.98,,,,0,0,3,1
31.4191,-100.493,240174,GOODFELLOW AFB 5,GOODFELLOW AFB 5 1,West,138,1.03741,143.163,20.78,31.3,8.3,,,,0,0,3,1
31.4246,-100.461,240175,GOODFELLOW AFB 6,GOODFELLOW AFB 6 1,West,138,1.03782,143.219,20.66,19.2,2.18,,,,0,0,3,1
31.4484,-100.374,240176,GOODFELLOW AFB 7,GOODFELLOW AFB 7 1,West,138,1.04046,143.583,20.31,7,1.13,,,,0,0,3,1
31.3564,-100.542,240177,KNICKERBOCKER 5,KNICKERBOCKER 5 1,West,138,1.04266,143.887,21.4,4.42,1.5,,,,0,0,3,1
31.1967,-100.503,240178,KNICKERBOCKER 6,KNICKERBOCKER 6 1,West,138,1.04424,144.105,21.29,2.64,0.45,,,,0,0,3,1
31.3696,-100.437,240179,GOODFELLOW AFB 8,GOODFELLOW AFB 8 1,West,138,1.0412,143.685,20.95,5.7,1.73,,,,0,0,3,1
31.4932,-100.45,240180,GOODFELLOW AFB 9,GOODFELLOW AFB 9 1,West,345,1.04829,361.66,23.01,,,,,0,0,0,3,1
31.4932,-100.45,240181,GOODFELLOW AFB 9,GOODFELLOW AFB 9 2,West,138,1.03977,143.489,20.39,24,4.7,,,,0,0,3,1
31.4932,-100.45,240182,GOODFELLOW AFB 9,GOODFELLOW AFB 9 3,West,13.8,1.04743,14.455,22.76,,,,,,0,0,3,1
31.4932,-100.45,240183,GOODFELLOW AFB 9,GOODFELLOW AFB 9 4,West,1,1.04743,1.047,22.76,,,,,,0,0,3,1
31.4838,-100.427,240184,GOODFELLOW AFB 10,GOODFELLOW AFB 10 1,West,138,1.03989,143.504,20.46,22.7,7.8,,,,0,0,3,1
31.4646,-100.451,240185,GOODFELLOW AFB 11,GOODFELLOW AFB 11 1,West,138,1.03934,143.429,20.54,36.6,10,,,,0,0,3,1
31.4676,-100.351,240186,GOODFELLOW AFB 12,GOODFELLOW AFB 12 1,West,138,1.04227,143.833,19.99,1.73,0.6,,,,0,0,3,1
31.5802,-100.575,240187,SAN ANGELO 2,SAN ANGELO 2 1,West,138,1.03996,143.515,21.15,8,1.43,,,,0,0,3,1
